Timestamp,Right Elbow Angle,Right Knee Angle,Right Wrist Y (m)
0.2240002155303955,108.89035610206369,154.54910891774207,4.754732784663247
0.27500295639038086,110.07608406931644,159.62013359297592,4.791995580781297
0.3249998092651367,110.20539093734953,164.03041908624678,4.851616054570178
0.38100385665893555,103.12843034163244,74.6684919786585,4.747280225439637
0.4309990406036377,106.59896406309743,63.48958559547067,4.97830956137155
0.47800230979919434,105.69075581929562,61.825939916874624,5.0006672390423805
0.5231029987335205,105.187140410446,54.86126430344103,5.060287712831261
0.5720155239105225,97.33111538628593,48.110840653490754,5.090097949725702
0.6180145740509033,89.3569931233065,74.37748709114533,5.157170982738192
0.6660149097442627,84.7613470847911,170.70976221631506,5.112455627396532
0.7171311378479004,82.18791846015391,164.21145699876521,5.1050030681729215
0.7590839862823486,83.13891627717675,140.27223430612239,5.097550508949311
0.8050837516784668,81.77350021889308,139.5050669679093,5.090097949725702
0.8563668727874756,78.47096427464572,117.60667785308794,5.075192831278481
0.8983604907989502,83.42037795837285,56.30993247402022,5.052835153607651
0.9486455917358398,76.7673410258839,64.12835859242546,4.96340444292433
0.9938457012176514,78.2517342782604,137.67888097062533,4.903783969135449
1.042278528213501,78.78975748732324,141.00240042275186,4.888878850688228
1.0875940322875977,75.89134230077849,140.46740420184764,4.844163495346568
1.1320686340332031,75.92303459187052,144.10275904198647,4.762185343886856
1.1809532642364502,69.37689572538689,48.96588653915586,4.613134159414654
1.2302894592285156,72.10987604910461,146.31717648484374,4.471535534166063
1.2766833305358887,69.99476158728817,158.94635875576813,4.3597471458119115
1.3228306770324707,72.00854079753944,160.84456049006096,4.3821048234827416
1.3675103187561035,75.17460837192766,163.1964435356934,4.3821048234827416
1.4149043560028076,71.23660276596789,163.7472135014148,4.352294586588301
1.4606993198394775,68.00367082879785,165.55529034890597,4.344842027364691
1.5082721710205078,71.67223843635814,155.37897706111357,4.329936908917471
1.5572242736816406,68.71389205129006,146.69012377471165,4.30757923124664
1.6036651134490967,67.02945118574077,146.79990848847893,4.30757923124664
1.6492946147918701,65.65564664817671,142.67926463420207,4.30757923124664
1.696918249130249,64.76572973511952,137.88102537326893,4.31503179047025
1.7424006462097168,62.927919762007235,130.3319153992138,4.31503179047025
1.7905805110931396,67.67055421188435,118.16833124175851,4.3821048234827416
1.8385488986968994,76.3099503825345,110.37085919934235,4.501345771060503
1.8843426704406738,77.85090839255867,108.575333929362,4.523703448731333
1.931347370147705,83.77587579743017,105.20521717093827,4.613134159414654
1.9773504734039307,92.89443923877258,99.79287506306605,4.680207192427146
2.0273423194885254,96.99519229725799,92.65779061968672,4.769637903110467
2.073370933532715,102.7111325655295,83.14907182067336,4.836710936122958
2.1204490661621094,116.42027377323767,73.26851278712914,4.98576212059516
2.1649699211120605,116.5471853281051,70.84199985409299,4.98576212059516
2.210568428039551,128.55525675349497,64.28481461107863,5.097550508949311
2.2569382190704346,138.87523947065716,55.464015990147466,5.179528660409023
2.307274580001831,140.713149615256,57.9974701673879,5.216791456527073
2.3530526161193848,155.63339260793282,52.4316899705106,5.388200318670106
2.398590326309204,160.52027379419883,47.35754143809416,5.455273351682597
2.447561025619507,158.90404379303396,45.98807777444577,5.440368233235376
2.4940788745880127,161.87813975209863,36.82410432749456,5.209338897303463
2.5412368774414062,155.94669220837906,31.057979566921635,5.239149134197904
