Timestamp,Left Knee Angle,Right Knee Angle,Stride Length
0.1109621524810791,93.98624725227035,154.54910891774207,361.37100049671943
0.1433420181274414,89.16365597628906,159.62013359297592,363.5945544146667
0.17165279388427734,84.70538428634703,164.03041908624678,363.77053206657627
0.19665145874023438,173.92076453143068,74.6684919786585,316.76489704511135
0.22072505950927734,173.3899065401453,63.48958559547067,320.6524598377502
0.24672746658325195,174.4477420847724,61.825939916874624,317.0567772497538
0.27320194244384766,172.73548882026537,54.86126430344103,311.94871373352385
0.29721832275390625,179.11997262191272,48.110840653490754,155.3319027115808
0.32321858406066895,76.55816877642803,74.37748709114533,27.784887978899608
0.35024070739746094,51.320569904378026,170.70976221631506,268.6000744601535
0.3773505687713623,65.63526200843727,164.21145699876521,193.86851214160592
0.40433311462402344,96.94196336305833,140.27223430612239,114.5294721894762
0.42974233627319336,98.646931707953,139.5050669679093,75.47184905645283
0.45773863792419434,92.69745308512489,117.60667785308794,58.309518948453004
0.49256134033203125,107.96913974015703,56.30993247402022,123.01625908797584
0.5235700607299805,125.61614181117014,64.12835859242546,138.00362314084367
0.5489675998687744,39.57523862786567,137.67888097062533,163.59095329510126
0.5774381160736084,36.19990155886124,141.00240042275186,172.45579143653018
0.6037523746490479,35.39869288820307,140.46740420184764,172.52536045462998
0.6282758712768555,32.80740470834945,144.10275904198647,178.31432920547917
0.6555740833282471,150.65367309896968,48.96588653915586,101.39033484509261
0.6805739402770996,57.26674774268969,146.31717648484374,89.06739021662193
0.7071523666381836,55.5142089212809,158.94635875576813,172.1772342674838
0.7381303310394287,56.400480716171955,160.84456049006096,178.88543819998318
0.7621347904205322,60.59995168777698,163.1964435356934,195.1665955024066
0.7893657684326172,69.0089300594135,163.7472135014148,209.03827400741713
0.8133573532104492,74.83158087867542,165.55529034890597,231.65707414193074
0.8593556880950928,83.47288651599632,155.37897706111357,262.0686932847951
0.8872044086456299,94.21033854364441,146.69012377471165,284.1918366174511
0.9212024211883545,95.30180876371952,146.79990848847893,284.6928169097352
0.9484148025512695,102.75481486090706,142.67926463420207,304.8032152061392
0.9734086990356445,108.96734242557167,137.88102537326893,328.89664029904594
0.9984116554260254,116.19046628163935,130.3319153992138,341.02199342564404
1.0249345302581787,128.64203620256282,118.16833124175851,352.42304124446804
1.0530421733856201,145.102949402069,110.37085919934235,362.93250061133955
1.077329397201538,148.68334827657472,108.575333929362,360.96675747220826
1.102329969406128,151.61034607730562,105.20521717093827,355.1689738701848
1.1470694541931152,158.30938287580724,99.79287506306605,352.86966432381234
1.1786136627197266,163.31282320382954,92.65779061968672,349.665554494577
1.2170283794403076,171.44075567472467,83.14907182067336,325.0661471147065
1.2438452243804932,172.64637781450037,73.26851278712914,333.2866633995426
1.2718470096588135,171.53317168769289,70.84199985409299,329.70592957967864
1.3110120296478271,170.64597120914658,64.28481461107863,314.8412298286233
1.3430068492889404,173.51740212955153,55.464015990147466,292.227650984639
1.3750081062316895,178.03162933013093,57.9974701673879,228.31995094603536
1.4070050716400146,178.78132263879166,52.4316899705106,228.80559433720146
1.4390101432800293,169.47569918377246,47.35754143809416,221.41589825484527
1.4670894145965576,168.42802377893773,45.98807777444577,227.75864418282788
1.5010056495666504,161.3920002000886,36.82410432749456,243.82370680473218
1.52901029586792,152.6746279197141,31.057979566921635,230.76611536358627
1.5592684745788574,148.30037217122543,28.073660957521817,219.22819161777528
1.5912659168243408,152.22034450510475,26.824718437532077,183.22117781522965
1.6247344017028809,147.8247308361359,31.553399405617718,193.31063085097003
1.6469323635101318,149.6516077546616,32.288241312673634,195.48913013259843
1.6708664894104004,153.96815105626374,37.87498365109821,192.20041623263984
1.7020857334136963,158.87058032762388,38.179783798472045,187.94946129212502
1.7320880889892578,156.06918009909313,42.29804920849847,184.20097719610501
1.764085292816162,156.62354490332365,46.7384658756705,175.38529014715002
1.7880864143371582,161.58299536049162,56.43423970654493,177.67385851610248
1.812087059020996,165.40042848331098,59.930570415366674,181.10770276274835
1.8440866470336914,165.28362377098506,67.53350662305883,187.52333188166213
1.8673779964447021,162.86036536974217,74.66258437220546,204.15925156602626
1.890289545059204,153.31120003151554,80.75268646266255,222.27235545609355
1.913285732269287,151.4284346659436,85.99850201988522,248.2438317461282
1.941387414932251,127.25949423028285,90.27513501867816,145.12063946937388
1.9692845344543457,121.584424656773,100.75510603921668,226.71568097509268
2.0022830963134766,118.10273688040431,86.42830420817847,36.87817782917155
2.0262999534606934,115.92697889148425,137.4320395526659,277.70848024502243
2.0498533248901367,142.53698481033075,136.764998463182,302.3375596911505
2.080854892730713,128.34249296317108,138.0316836380844,347.57013680694723
2.1048598289489746,118.10867634070327,144.62968933855436,357.8337602854152
2.1288530826568604,116.81468498631632,145.6666404974389,359.5997775305207
2.1608951091766357,105.87694786229369,150.79000492712817,364.9657518178932
2.192852258682251,92.80192280005805,155.5984376115902,366.77240899500606
2.2239389419555664,84.95754893082908,158.51204845607475,361.35439668004597
2.2558534145355225,79.63701897275325,173.4194506588395,329.02887411289606
2.2878570556640625,176.72515833094613,61.32058261499573,305.04098085339285
2.310917377471924,172.4900608811489,60.90908384310663,319.8640336142843
2.332850933074951,173.71769175426638,50.43191275274636,307.2783754187723
2.3559460639953613,173.53584604984323,42.22699318960845,299.93332592427936
2.3778600692749023,171.97733064050908,44.113534237666244,285.66063782047394
2.414853572845459,173.17744724909892,83.38067025121194,101.6366075781753
