Timestamp,Right Elbow Angle,Vertical Swing Path (Y),Hand Stride Rhythm
0.2396390438079834,108.89035610206369,638,0
0.27449893951416016,110.07608406931644,643,5
0.30569887161254883,110.20539093734953,651,8
0.33822011947631836,103.12843034163244,637,14
0.3729705810546875,106.59896406309743,668,31
0.4055483341217041,105.69075581929562,671,3
0.4355897903442383,105.187140410446,679,8
0.46692490577697754,97.33111538628593,683,4
0.49825096130371094,89.3569931233065,692,9
0.5314540863037109,84.7613470847911,686,6
0.5572998523712158,82.18791846015391,685,1
0.589043378829956,83.13891627717675,684,1
0.6221294403076172,81.77350021889308,683,1
0.6504476070404053,78.47096427464572,681,2
0.6804523468017578,83.42037795837285,678,3
0.7088291645050049,76.7673410258839,666,12
0.7395687103271484,78.2517342782604,658,8
0.7697689533233643,78.78975748732324,656,2
0.7974796295166016,75.89134230077849,650,6
0.8308506011962891,75.92303459187052,639,11
0.8578767776489258,69.37689572538689,619,20
0.8849771022796631,72.10987604910461,600,19
0.9098694324493408,69.99476158728817,585,15
0.9367938041687012,72.00854079753944,588,3
0.978428840637207,75.17460837192766,588,0
1.003873586654663,71.23660276596789,584,4
1.0391364097595215,68.00367082879785,583,1
1.0651869773864746,71.67223843635814,581,2
1.0899686813354492,68.71389205129006,578,3
1.1192200183868408,67.02945118574077,578,0
1.1447842121124268,65.65564664817671,578,0
1.1723051071166992,64.76572973511952,579,1
1.199981451034546,62.927919762007235,579,0
1.2259047031402588,67.67055421188435,588,9
1.25514817237854,76.3099503825345,604,16
1.281534194946289,77.85090839255867,607,3
1.3194856643676758,83.77587579743017,619,12
1.3513035774230957,92.89443923877258,628,9
1.383143424987793,96.99519229725799,640,12
1.4124255180358887,102.7111325655295,649,9
1.4436025619506836,116.42027377323767,669,20
1.467533826828003,116.5471853281051,669,0
1.4917576313018799,128.55525675349497,684,15
1.5197927951812744,138.87523947065716,695,11
1.5512328147888184,140.713149615256,700,5
1.5820229053497314,155.63339260793282,723,23
1.6129512786865234,160.52027379419883,732,9
1.6432685852050781,158.90404379303396,730,2
1.673738956451416,161.87813975209863,699,31
1.7056961059570312,155.94669220837906,703,4
1.7368247509002686,154.52583900141562,701,2
1.76912522315979,146.12146019489037,694,7
1.8005914688110352,149.86066397782375,692,2
1.825143814086914,143.02230233175572,687,5
1.8511452674865723,140.6515358976709,679,8
1.876147985458374,135.512804512433,676,3
1.902143955230713,129.1961981692325,667,9
1.9281444549560547,105.13011264176266,662,5
1.9521653652191162,112.35402743528792,647,15
1.9766182899475098,111.40378502871182,647,0
2.000772476196289,107.04058606553136,641,6
2.02414608001709,105.67519020904814,640,1
2.049145460128784,104.06162927907575,634,6
2.0804154872894287,102.25040265464784,634,0
2.1124424934387207,105.93029023833768,625,9
2.1503286361694336,105.7752866312688,621,4
2.176372766494751,107.3322727694167,622,1
2.2071588039398193,108.76402115580487,625,3
2.2383406162261963,107.81144016527807,631,6
2.2702248096466064,103.30993766749862,632,1
2.3007335662841797,95.71491034199082,632,0
2.332273483276367,93.08765128498507,633,1
2.36458420753479,89.54164354199956,640,7
2.3951644897460938,87.9452534169393,648,8
2.4257824420928955,90.09004043847065,650,2
2.457268714904785,94.66434234558264,653,3
2.48821759223938,98.4046741187782,661,8
2.5201051235198975,98.64042424892394,663,2
2.552290678024292,94.93006049932417,667,4
2.584669351577759,97.29575677860919,672,5
2.60744047164917,100.29836200683528,673,1
2.6312363147735596,100.38219632987024,677,4
2.6550896167755127,86.90523248075604,677,0
2.67814564704895,86.39357688461344,677,0
2.7027902603149414,84.72527216602803,677,0
2.725785493850708,85.60129464500447,678,1
2.7491531372070312,82.45569610954419,677,1
2.772362470626831,73.3212112380088,661,16
2.795823097229004,77.97163429479492,654,7
2.8362951278686523,75.28744653326052,652,2
2.859327554702759,77.86701175905793,649,3
2.883556365966797,76.27023836952172,640,9
2.9165725708007812,77.38701450381129,634,6
2.939753532409668,62.72263880194599,599,35
2.9626896381378174,69.4733087068444,596,3
2.9919381141662598,72.48697265471681,593,3
3.0238959789276123,70.11050450763149,595,2
3.048888683319092,63.59680087690603,582,13
3.072887420654297,70.42127698161465,579,3
3.096886396408081,109.534582233303,589,10
3.1218836307525635,126.17307416327434,593,4
3.1478400230407715,98.8557174625811,585,8
3.1732382774353027,78.69006752597979,579,6
3.1976382732391357,71.66592392411233,577,2
3.222078323364258,69.86578533351296,576,1
3.2460949420928955,71.00384599534911,578,2
3.277377128601074,78.97138660499132,588,10
3.307101011276245,79.84885374959988,592,4
3.3392889499664307,83.8844964337146,597,5
3.3710992336273193,88.75075732130277,608,11
3.40273118019104,99.92624550665171,626,18
3.4333932399749756,99.29330859939712,638,12
3.4666059017181396,112.4736002990613,654,16
3.496957540512085,114.98850112189425,656,2
3.5289928913116455,125.04832361196767,670,14
3.560030698776245,128.99828636517364,680,10
3.5911147594451904,131.70381043990628,690,10
3.6161599159240723,137.45448356071523,691,1
3.6411123275756836,149.3840469629679,702,11
3.6640987396240234,147.59293138730345,702,0
3.7035155296325684,155.67139896155462,711,9
3.7270216941833496,160.90845964574504,725,14
3.764136552810669,153.4055236199044,707,18
3.7967581748962402,158.45121302014948,679,28
3.82991623878479,142.77052333016073,708,29
3.860485792160034,142.69838775086157,711,3
3.8912484645843506,133.94316467640928,676,35
3.921684503555298,119.61607871246326,665,11
3.946291208267212,120.84217696284236,666,1
3.9693188667297363,120.44052194988933,660,6
3.9915688037872314,126.29262972847958,662,2
4.018315553665161,123.39960567580528,662,0
4.041408061981201,117.26156959415319,653,9
4.080359697341919,113.98791985595881,649,4
4.103636741638184,113.11198873631957,641,8
4.14089298248291,108.20815850874045,631,10
4.171611309051514,102.06394343089005,622,9
4.203364372253418,100.3495389554217,621,1
4.236608028411865,100.33098008488511,620,1
4.262608289718628,97.88313931672974,619,1
4.286605358123779,101.74969407584906,616,3
4.311604022979736,103.43681573860594,612,4
4.335612058639526,101.50279556183544,612,0
4.3605875968933105,99.95062668795161,610,2
4.384589195251465,92.35784092847095,624,14
4.407835483551025,81.69332178130132,629,5
4.430333614349365,92.74079059418256,640,11
4.453632593154907,92.84642775611621,639,1
4.476594924926758,95.35175161115092,637,2
4.501630544662476,94.26650654731073,638,1
4.523664712905884,95.95410743116503,645,7
4.548665761947632,94.24561078410291,648,3
4.5801780223846436,97.06260267041577,643,5
4.610472679138184,93.13490060882971,658,15
4.641037464141846,95.84725544127322,661,3
4.67291259765625,97.28816759862183,662,1
4.705233812332153,98.5079031852862,672,10
4.735340356826782,95.5553033414282,673,1
4.767746210098267,96.39347911461297,676,3
4.798998594284058,86.76665994517896,676,0
4.830340147018433,81.1240267583624,673,3
4.861798524856567,78.58686580777861,672,1
4.891390800476074,77.1018381600445,671,1
4.922382831573486,101.27311788526791,672,1
4.9530580043792725,110.0275507863988,660,12
4.9852845668792725,171.33586456689193,669,9
5.015638828277588,99.01216820938693,646,23
5.047694444656372,91.14309632360626,643,3
5.07989501953125,88.09969549506214,640,3
5.111470460891724,80.19613133740975,638,2
5.140861749649048,74.81699677744187,631,7
5.171420574188232,71.58662744399747,623,8
5.202969074249268,121.1296828077326,615,8
5.2353127002716064,94.51710371351761,614,1
5.265810489654541,107.98554340886916,613,1
5.288720369338989,122.93621919290904,612,1
5.312936782836914,132.5555597661784,612,0
5.345489740371704,106.01343576688227,609,3
5.375655889511108,90.55625222708066,604,5
5.405885219573975,97.1693629186168,608,4
5.429888725280762,90.33835696926526,610,2
5.4548869132995605,124.28338397108558,610,0
5.47993540763855,174.22319451195233,615,5
5.504896402359009,134.30786988901505,624,9
5.529909610748291,117.07967008819517,640,16
5.552625417709351,115.05761541830302,640,0
5.5774924755096436,117.67792043861188,650,10
5.602606773376465,122.50921204605983,659,9
5.626638412475586,124.29566287667697,670,11
5.656225204467773,126.04831562977041,678,8
5.686270713806152,146.24650309717248,691,13
5.718669176101685,142.35279604131858,691,0
5.739750862121582,137.85363937733516,691,0
5.764548301696777,139.3987053549955,697,6
5.796762704849243,131.87119015116787,691,6
5.828912258148193,134.91392728631132,696,5
5.858828067779541,149.81346411880466,702,6
5.880831241607666,147.12984558395218,705,3
5.904146194458008,149.62087398863164,700,5
