Timestamp,Left Knee Angle,Right Knee Angle,Stride Length (m)
1753034670.7418458,93.98624725227035,154.54910891774207,2.0682615984676787
1753034670.7920535,89.16365597628906,159.62013359297592,2.080987830440613
1753034670.8310552,84.70538428634703,164.03041908624678,2.0819950164603345
1753034670.8630536,173.92076453143068,74.6684919786585,1.8129641598258774
1753034670.9001043,173.3899065401453,63.48958559547067,1.8352141378943851
1753034670.9270842,174.4477420847724,61.825939916874624,1.8146346995697558
1753034670.9511018,172.73548882026537,54.86126430344103,1.7853993386840443
1753034670.9770849,179.11997262191272,48.110840653490754,0.8890226635609532
1753034671.001088,76.55816877642803,74.37748709114533,0.1590233215877708
1753034671.0271013,51.320569904378026,170.70976221631506,1.5372988385561885
1753034671.0521393,65.63526200843727,164.21145699876521,1.1095821144015359
1753034671.0771494,96.94196336305833,140.27223430612239,0.655495069877407
1753034671.102798,98.646931707953,139.5050669679093,0.4319536624528551
1753034671.1293354,92.69745308512489,117.60667785308794,0.333727218566072
1753034671.1524475,107.96913974015703,56.30993247402022,0.704068130284629
1753034671.178438,125.61614181117014,64.12835859242546,0.7898464287374481
1753034671.211033,39.57523862786567,137.67888097062533,0.9362923037319069
1753034671.2408931,36.19990155886124,141.00240042275186,0.987029093013136
1753034671.2678313,35.39869288820307,140.46740420184764,0.987427262562937
1753034671.309816,32.80740470834945,144.10275904198647,1.0205596991603765
1753034671.3348076,150.65367309896968,48.96588653915586,0.5802948651874131
1753034671.3676903,57.26674774268969,146.31717648484374,0.5097660371406788
1753034671.3990235,55.5142089212809,158.94635875576813,0.9854348059925269
1753034671.4324503,56.400480716171955,160.84456049006096,1.0238283698623656
1753034671.4620745,60.59995168777698,163.1964435356934,1.1170115317124534
1753034671.4942417,69.0089300594135,163.7472135014148,1.1964043438605418
1753034671.5192392,74.83158087867542,165.55529034890597,1.325860209597767
1753034671.553741,83.47288651599632,155.37897706111357,1.4999172975598705
1753034671.587975,94.21033854364441,146.69012377471165,1.626536333756562
1753034671.6192276,95.30180876371952,146.79990848847893,1.6294036316268838
1753034671.652559,102.75481486090706,142.67926463420207,1.7445029740455344
1753034671.682365,108.96734242557167,137.88102537326893,1.882398670785785
1753034671.7074437,116.19046628163935,130.3319153992138,1.951796608653327
1753034671.7364402,128.64203620256282,118.16833124175851,2.0170490759336435
1753034671.767366,145.102949402069,110.37085919934235,2.0771986485315534
1753034671.794365,148.68334827657472,108.575333929362,2.0659479642167407
1753034671.8193686,151.61034607730562,105.20521717093827,2.032765076924157
1753034671.854859,158.30938287580724,99.79287506306605,2.0196052671131444
1753034671.8818586,163.31282320382954,92.65779061968672,2.001266946362527
1753034671.9079578,171.44075567472467,83.14907182067336,1.860475323462752
1753034671.934939,172.64637781450037,73.26851278712914,1.907524417408128
1753034671.9665852,171.53317168769289,70.84199985409299,1.8870305364830418
1753034671.9944086,170.64597120914658,64.28481461107863,1.8019542917771831
1753034672.0194125,173.51740212955153,55.464015990147466,1.6725283094414523
1753034672.0475385,178.03162933013093,57.9974701673879,1.3067606035255062
1753034672.0773714,178.78132263879166,52.4316899705106,1.3095401225658214
1753034672.111634,169.47569918377246,47.35754143809416,1.267246123848503
1753034672.139878,168.42802377893773,45.98807777444577,1.3035480346649544
1753034672.1688805,161.3920002000886,36.82410432749456,1.395494405713521
1753034672.201411,152.6746279197141,31.057979566921635,1.320760918773283
1753034672.231141,148.30037217122543,28.073660957521817,1.254725059291731
1753034672.2601438,152.22034450510475,26.824718437532077,1.0486434317650726
1753034672.2871416,147.8247308361359,31.553399405617718,1.1063891508036274
1753034672.3184097,149.6516077546616,32.288241312673634,1.118857518216309
1753034672.3458323,153.96815105626374,37.87498365109821,1.1000349766778852
1753034672.3716156,158.87058032762388,38.179783798472045,1.0757051692273756
1753034672.396615,156.06918009909313,42.29804920849847,1.0542511906358216
1753034672.419617,156.62354490332365,46.7384658756705,1.0037957114678744
1753034672.4557884,161.58299536049162,56.43423970654493,1.0168940454970743
1753034672.4884157,165.40042848331098,59.930570415366674,1.0365472223726253
1753034672.5174744,165.28362377098506,67.53350662305883,1.073266270991417
1753034672.549535,162.86036536974217,74.66258437220546,1.1684798708405149
1753034672.5827374,153.31120003151554,80.75268646266255,1.2721479492236385
1753034672.6143034,151.4284346659436,85.99850201988522,1.4207924364469018
1753034672.6444054,127.25949423028285,90.27513501867816,0.8305797790830305
1753034672.669327,121.584424656773,100.75510603921668,1.2975787655531321
1753034672.7068927,118.10273688040431,86.42830420817847,0.2110676255723239
1753034672.733887,115.92697889148425,137.4320395526659,1.5894296566965784
1753034672.7680845,142.53698481033075,136.764998463182,1.7303911039461308
1753034672.7994952,128.34249296317108,138.0316836380844,1.9892740860330667
1753034672.831915,118.10867634070327,144.62968933855436,2.0480166477562487
1753034672.8623512,116.81468498631632,145.6666404974389,2.058124225966074
1753034672.8927646,105.87694786229369,150.79000492712817,2.0888357068034473
1753034672.9177628,92.80192280005805,155.5984376115902,2.0991758825670876
1753034672.9547207,84.95754893082908,158.51204845607475,2.068166568605386
1753034672.9855502,79.63701897275325,173.4194506588395,1.883155494434692
1753034673.0156178,176.72515833094613,61.32058261499573,1.7458637959072045
1753034673.046805,172.4900608811489,60.90908384310663,1.8307016792881938
1753034673.068896,173.71769175426638,50.43191275274636,1.7586692430898336
1753034673.0940526,173.53584604984323,42.22699318960845,1.7166307735186093
1753034673.1256812,171.97733064050908,44.113534237666244,1.6349428332261364
1753034673.1580803,173.17744724909892,83.38067025121194,0.5817043762878735
1753034673.1880856,86.61303092219038,127.52657727331109,0.25241314797548625
1753034673.2186258,147.61352294487486,84.07249580760981,0.4121227135551575
1753034673.251125,165.206587667015,158.2151117875597,0.06164263074074207
